EventKey,EventName,Origin,AssociatedDisaster,AssociatedDisaster2,MagnitudeValue,MagnitudeScale,OFDA_Response,Appeal,Declaration,CPI
222,Karen,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,33641036"
223,Wanda,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"10,33641036"
224,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"10,46454239"
225,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-22.0,�C,No,Unknown,Unknown,"10,46454239"
226,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"10,46454239"
227,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,46454239"
228,Flora,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,46454239"
229,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"10,46454239"
230,Flora,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"10,46454239"
231,Edith,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,46454239"
232,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"10,46454239"
233,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"10,46454239"
234,Mt. Agung,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"10,46454239"
235,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"10,46454239"
236,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,Yes,No,No,"10,59837602"
237,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,Yes,Unknown,Unknown,"10,59837602"
238,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"10,59837602"
239,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"10,59837602"
240,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"10,59837602"
241,Ruby,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,59837602"
242,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,59837602"
243,Cleo,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"10,59837602"
244,Dot,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,59837602"
245,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,8.0,Richter,No,Unknown,Unknown,"10,76637873"
246,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,Yes,No,No,"10,76637873"
247,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"10,76637873"
248,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"10,76637873"
249,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,76637873"
250,Betsy,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"10,76637873"
251,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"10,76637873"
252,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,Yes,Unknown,Unknown,"10,76637873"
253,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"10,76637873"
254,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,Unknown,Unknown,"10,76637873"
255,Agnes,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"10,76637873"
256,Polio,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"10,76637873"
257,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"10,76637873"
258,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,Yes,No,No,"11,09099715"
259,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"11,09099715"
260,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,09099715"
261,Inez,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,09099715"
262,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"11,09099715"
263,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"11,09099715"
264,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"11,09099715"
265,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"11,09099715"
266,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,120.0,Kph,No,Unknown,Unknown,"11,09099715"
267,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,8.0,Richter,Yes,Unknown,Unknown,"11,09099715"
268,Inez,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"11,09099715"
269,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"11,09099715"
270,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,Unknown,Unknown,"11,09099715"
271,Mt. Kelud,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"11,09099715"
272,Mt. Awu,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,No,No,"11,09099715"
273,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"11,39852698"
274,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"11,39852698"
275,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"11,39852698"
276,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"11,39852698"
277,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,39852698"
278,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"11,39852698"
279,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"11,39852698"
280,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"11,39852698"
281,Polio,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"11,39852698"
282,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"11,39852698"
283,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"11,39852698"
284,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,Unknown,Unknown,"11,39852698"
285,Kate,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,39852698"
286,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"11,39852698"
287,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"11,39852698"
288,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,7.0,Richter,Yes,Unknown,Unknown,"11,88544651"
289,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,Yes,Unknown,Unknown,"11,88544651"
290,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"11,88544651"
291,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,88544651"
292,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"11,88544651"
293,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"11,88544651"
294,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"11,88544651"
295,Mount Arenal,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,No,No,"11,88544651"
296,Gladys,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,88544651"
297,Shirley,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"11,88544651"
298,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"11,88544651"
299,Name not specified,Earthquake,No Disaster Associated,No Disaster Associated,8.0,Richter,No,Unknown,Unknown,"11,88544651"
300,Bubonic,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"11,88544651"
301,Name not specified,Unknown Origin,Food shortage,No Disaster Associated,Unknown,Km2,Yes,No,No,"12,53467526"
302,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,Yes,No,No,"12,53467526"
303,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,No,No,No,"12,53467526"
304,"Meningitis, measles",Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"12,53467526"
305,Yellow fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"12,53467526"
306,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"12,53467526"
307,Bolivian haemorrhagic fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"12,53467526"
308,Polio,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"12,53467526"
309,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"12,53467526"
310,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"12,53467526"
311,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"12,53467526"
312,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"12,53467526"
313,Equine encephalitis,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"12,53467526"
314,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,Unknown,Unknown,"12,53467526"
315,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"12,53467526"
316,Francelia,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"12,53467526"
317,Viola,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"12,53467526"
318,Francelia,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"12,53467526"
319,Name not specified,Earthquake,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"12,53467526"
320,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"12,53467526"
321,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"13,26647996"
322,Ada,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"13,26647996"
323,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"13,26647996"
324,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"13,26647996"
325,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"13,26647996"
326,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"13,26647996"
327,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"13,26647996"
328,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"13,26647996"
329,Fran,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"13,26647996"
330,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"13,26647996"
331,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,Yes,Unknown,Unknown,"13,26647996"
332,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,No,No,"13,26647996"
333,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"13,26647996"
334,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"13,26647996"
335,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,8.0,Richter,Yes,Unknown,Unknown,"13,83598355"
336,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"13,83598355"
337,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"13,83598355"
338,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"13,83598355"
339,Althea,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"13,83598355"
340,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"13,83598355"
341,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"13,83598355"
342,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,110.0,Kph,No,Unknown,Unknown,"13,83598355"
343,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"13,83598355"
344,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"13,83598355"
345,Rose,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"13,83598355"
346,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"14,288734"
347,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"14,288734"
348,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"14,288734"
349,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"14,288734"
350,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"14,288734"
351,Bebe,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"14,288734"
352,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"14,288734"
353,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,No,No,No,"15,17145282"
354,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"15,17145282"
